jeff,beta,numnodes,numlinks,probRewire,numedges,graph_seed,numx,trim,x_seed,cost_rw,cost_irts,cost_noirts,time_irts,time_noirts,bestgraph_irts,bestgraph_noirts,alter_graph,hit_irts,miss_irts,fa_irts,cr_irts,hit_noirts,miss_noirts,fa_noirts,cr_noirts,hit_rw,miss_rw,fa_rw,cr_rw,bestval_irts,bestval_noirts,bestval_rw
0.5,1.1,15,4,0.3,30,0,2,0.7,0,18,18,19,02:04.0,00:13.9,15gauiyqyvcas0i7wukl1i8ganr75zmg7j1kzaio4,15gauiyqyuxkw001dnnexjdoidc0xqkos4j155tz8,1,15,15,3,72,14,16,3,72,15,15,3,72,-16.42743497,-15.10131573,-15.34522288
0.5,1.1,15,4,0.3,30,0,3,0.7,0,15,14,15,02:40.6,00:28.8,t3s1tiidj4chudt1327j50ca7g1r1imhea03e04kcg6,t3s1tiidj1e5rdvi0xa6kzkqc0i9eihsdb9vqh80gli,0,20,10,4,71,17,13,2,73,19,11,4,71,-26.039818,-27.21061568,-28.74419876
0.5,1.1,15,4,0.3,30,0,4,0.7,0,14,11,12,03:17.8,00:31.4,t3s1tiihnvxi0pogomsrymv98bzy2h2k16lk24fajgm,t3s1tiidj1e66c692z4k1ir9pjq7zyu3z3b3wjj82yu,0,22,8,3,72,20,10,2,73,21,9,5,70,-35.04184134,-39.01635113,-41.68903643
0.5,1.1,15,4,0.3,30,0,5,0.7,0,12,8,9,03:24.0,00:41.3,t3smjf4i5mpwtemjkdi156cpi5hns4xbi2d60wkfime,t3smjf4i4xxxa4aky2484jkdoj74jahbjti8y3d7l6u,0,26,4,4,71,23,7,2,73,24,6,6,69,-44.30246855,-55.73482433,-57.99839792
0.5,1.1,15,4,0.3,30,0,6,0.7,0,12,10,6,03:55.0,00:44.2,t41u1wyi31rhlu27s2mdmcbbtavhqlkeds5jh40hk3q,t41u1wyi2czi2jq6hyg3je7fo91fzf8uv1eb0kcrrie,0,26,4,6,69,25,5,1,74,25,5,7,68,-53.26901499,-66.64607781,-71.03772171
0.5,1.1,15,4,0.3,30,0,7,0.7,0,12,9,8,03:55.1,00:42.7,t41u1wyi2ybfzs5ovu7w2jvdltosdzodzu4v7cl2io6,t41u1w4zz46t7ysr97bdshjozkfklgusf7qwyw0bl6u,0,26,4,5,70,24,6,2,73,26,4,8,67,-64.76213269,-81.14233612,-86.57951224
0.5,1.1,15,4,0.3,30,0,8,0.7,0,12,6,4,05:27.9,00:49.6,t41u1wyi2yn9agc7p7d225ja9zbmraj8trr84m3kkjq,t41u1wyi2czi2bbem6qogw5dx1ttcv9we70d9uujmrq,0,27,3,3,72,26,4,0,75,27,3,9,66,-73.15208847,-89.73651077,-101.9630945
0.5,1.1,15,4,0.3,30,0,9,0.7,0,15,5,7,06:33.3,00:56.9,2fbo8j836gjvguk4u7o8xtewhz69isqq3mtri9zeyj9i,t41u1wyi2y5ixhrn37fn6p8q072jcz73erz8x51e0p2,0,28,2,3,72,25,5,2,73,28,2,13,62,-87.05385842,-110.8744913,-126.6045893
0.5,1.1,15,4,0.3,30,0,10,0.7,0,18,11,5,07:07.9,01:06.4,t41u1wyi2z4z8gm2l1va3vcpivirso4rlz1la02ca2u,t41u1wyi2d5epneo0vc7kbcnmzf31je9htadis4s5qe,0,26,4,7,68,26,4,1,74,28,2,16,59,-99.949193,-126.6018845,-147.1283
0.5,1.1,15,4,0.3,30,0,11,0.7,0,18,4,6,06:49.9,01:07.3,2fbo8j86v7qbxfx1rmqei3ejvgmc7khhaeloi8g3kpae,t41u1wyi2y5ixhrn37fn6p8q072jcz91hmjb7v344qu,0,29,1,3,72,26,4,2,73,28,2,16,59,-109.5691676,-137.8134518,-161.2869735
0.5,1.1,15,4,0.3,30,0,12,0.7,0,20,8,5,07:45.6,01:31.2,t41u1wyi36op1wrzcudld7o59f23wlj52bizczbwcue,t41u1wyi2y5ixhrn37ep32vemp4fi7806eoawrhadja,0,28,2,6,69,26,4,1,74,29,1,19,56,-120.2169844,-153.6283009,-183.8541714
0.5,1.1,15,4,0.3,30,0,13,0.7,0,21,6,5,09:31.3,01:41.1,t41u1wyi3426ojbstx7b7zcqctcb24hln3njemskfly,t41u1wyi2y5ixhrn37ep32vemp4fi7806eoawrhadja,0,28,2,4,71,26,4,1,74,29,1,20,55,-130.3841132,-164.135264,-202.26782
0.5,1.1,15,4,0.3,30,0,14,0.7,0,23,4,4,10:05.3,01:33.3,t41u1wyi31fob5vmawoqkfbutym3m8y2vh9t5of7qbq,t41u1wyi30s1av7tm4k14oti5k93wekgxyw7mhn1yiu,0,29,1,3,72,27,3,1,74,29,1,22,53,-140.8061225,-179.7507652,-222.8471361
0.5,1.1,15,4,0.3,30,0,15,0.7,0,23,5,4,11:05.7,01:38.7,t41u1wyi36op1wrzcucn9latvogzgbu2envg4cyc0li,t41u1wyi2grcz1eezvw3h3x5uyqcjyelq0k9e3a4yyu,0,29,1,4,71,28,2,2,73,30,0,23,52,-153.2537954,-198.5166494,-244.6505401
0.5,1.1,15,4,0.3,30,0,16,0.7,0,25,5,1,10:02.9,02:03.9,t41u1wyi36op1wrzcucn9latvogzgbu2envg4cyc0li,t41u1wyi2frx30uujsgliaxfsclqbeit4xahuxmrrwm,0,29,1,4,71,29,1,0,75,30,0,25,50,-164.2471092,-210.3899257,-265.5445399
0.5,1.1,15,4,0.3,30,0,17,0.7,0,26,4,1,10:31.0,01:44.1,2fbo8j836h76ak2281m6wyc9ah19y98m1juoyrapsvly,t41u1wyi2frx30uujsgliaxfsclqbeit4xahuxmrrwm,0,30,0,4,71,29,1,0,75,30,0,26,49,-173.7447017,-222.362698,-283.4970247
0.5,1.1,15,4,0.3,30,0,18,0.7,0,27,4,1,11:01.7,01:56.4,2fbo8j86v7syftahy5nju50hz0g19aeil07lca0px1qe,t41u1wyi2frx30uujsgliaxfsclqbeit4xahuxmrrwm,0,30,0,4,71,29,1,0,75,30,0,27,48,-184.8612718,-235.3362097,-301.0144604
0.5,1.1,15,4,0.3,30,0,19,0.7,0,29,4,1,12:14.7,01:58.1,2fbo8j836h76ak2281m6wyc9ah19y98m1juoyrapsvly,t41u1wyi2frx30uujsgliaxfsclqbeit4xahuxmrrwm,0,30,0,4,71,29,1,0,75,30,0,29,46,-196.8915615,-251.0181081,-325.6045778
0.5,1.1,15,4,0.3,30,0,20,0.7,0,31,4,1,13:07.3,02:36.6,2fbo8j836h76ak2281m6wyc9ah19y98m1juoyrapsvly,t41u1wyi2frx30uujsgliaxfsclqbeit4xahuxmrrwm,0,30,0,4,71,29,1,0,75,30,0,31,44,-205.7466338,-262.8950328,-348.9221753
0.5,1.1,15,4,0.3,30,0,21,0.7,0,32,3,1,12:43.1,02:10.4,2fbo8j836h76ak2281m6wyc9ag2pkxix7pt01fg9845i,t41u1wyi2frx30uujsgliaxfsclqbeit4xahuxmrrwm,0,30,0,3,72,29,1,0,75,30,0,32,43,-218.2336462,-276.5811968,-369.5453188
0.5,1.1,15,4,0.3,30,0,22,0.7,0,34,3,1,15:19.1,02:23.9,2fbo8j836h76ak2281m6wyc9ag2pkxix7pt01fg9845i,t41u1wyi2frx30uujsgliaxfsclqbeit4xahuxmrrwm,0,30,0,3,72,29,1,0,75,30,0,34,41,-228.6764067,-290.6629228,-392.2202275
0.5,1.1,15,4,0.3,30,0,23,0.7,0,36,4,0,13:48.9,02:24.4,2fbo8j836h76ak2281m6wyc9ag2plm4t2639bqunt8na,2fbo8j836gg9il6538kav71vwdpep4basa440hve8mx2,0,30,0,4,71,30,0,0,75,30,0,36,39,-243.1087402,-308.4208424,-415.7058341
0.5,1.1,15,4,0.3,30,0,24,0.7,0,37,4,0,15:02.9,02:31.5,2fbo8j836h76ak2281m6wyc9ag2plm4t2639bqunt8na,2fbo8j836gg9il6538kav71vwdpep4basa440hve8mx2,0,30,0,4,71,30,0,0,75,30,0,37,38,-253.627192,-320.3229368,-437.0492342
0.5,1.1,15,4,0.3,30,0,25,0.7,0,38,3,0,17:25.1,02:46.9,2fbo8j836h76ak2281m6wyc9ag2pkxix7pt01fg9845i,2fbo8j836gg9il6538kav71vwdpep4basa440hve8mx2,0,30,0,3,72,30,0,0,75,30,0,38,37,-264.323402,-333.7929444,-458.5814133
0.5,1.1,15,4,0.3,30,0,26,0.7,0,41,3,1,14:19.1,02:35.6,2fbo8j836h76ak2281m6wyc9ag2pkxix7pt01fg9845i,t41u1wyi2frx30uujsgliaxfsclqbeit4xahuxmrrwm,0,30,0,3,72,29,1,0,75,30,0,41,34,-275.2089636,-350.0688246,-486.0607264
0.5,1.1,15,4,0.3,30,0,27,0.7,0,45,3,1,16:13.9,03:54.2,2fbo8j836h76ak2281m6wyc9ag2pkxix7pt01fg9845i,t41u1wyi2frx30uujsgliaxfsclqbeit4xahuxmrrwm,0,30,0,3,72,29,1,0,75,30,0,45,30,-285.9800358,-364.5474338,-514.2935943
0.5,1.1,15,4,0.3,30,0,28,0.7,0,45,2,1,19:14.5,03:06.9,2fbo8j836h1x9tb5uzoj096abecup3g186meegrq3tvq,t41u1wyi2frx30uujsgliaxfsclqbeit4xahuxmrrwm,0,30,0,2,73,29,1,0,75,30,0,45,30,-295.7241906,-375.7333234,-533.2327111
0.5,1.1,15,4,0.3,30,0,29,0.7,0,46,2,0,18:28.1,03:13.0,2fbo8j836h1x9tb5uzoj096abecup3g186meegrq3tvq,2fbo8j836gg9il6538kav71vwdpep4basa440hve8mx2,0,30,0,2,73,30,0,0,75,30,0,46,29,-309.1994627,-392.0044244,-556.8468699
0.5,1.1,15,4,0.3,30,0,30,0.7,0,46,2,0,23:32.5,03:42.3,2fbo8j836h1x9tb5uzoj096abecup3g186meegrq3tvq,2fbo8j836gg9il6538kav71vwdpep4basa440hve8mx2,0,30,0,2,73,30,0,0,75,30,0,46,29,-320.4407419,-405.5005664,-576.1879852
0.5,1.1,15,4,0.3,30,0,31,0.7,0,47,2,0,20:47.4,02:55.0,2fbo8j836h1x9tb5uzoj096abecup3g186meegrq3tvq,2fbo8j836gg9il6538kav71vwdpep4basa440hve8mx2,0,30,0,2,73,30,0,0,75,30,0,47,28,-331.5450678,-418.2535503,-599.2495647
0.5,1.1,15,4,0.3,30,0,32,0.7,0,48,2,0,16:23.5,03:53.2,2fbo8j836h1x9tb5uzoj096abecup3g186meegrq3tvq,2fbo8j836gg9il6538kav71vwdpep4basa440hve8mx2,0,30,0,2,73,30,0,0,75,30,0,48,27,-342.4302406,-431.2382141,-623.0530329
0.5,1.1,15,4,0.3,30,0,33,0.7,0,48,2,0,27:17.6,03:44.9,2fbo8j836h1x9tb5uzoj096abecup3g186meegrq3tvq,2fbo8j836gg9il6538kav71vwdpep4basa440hve8mx2,0,30,0,2,73,30,0,0,75,30,0,48,27,-356.8473205,-447.3327542,-642.6020463
0.5,1.1,15,4,0.3,30,0,34,0.7,0,49,2,0,36:28.8,05:10.8,2fbo8j836h1x9tb5uzoj096abecup3g186meegrq3tvq,2fbo8j836gg9il6538kav71vwdpep4basa440hve8mx2,0,30,0,2,73,30,0,0,75,30,0,49,26,-365.8245182,-458.4491834,-664.878408
0.5,1.1,15,4,0.3,30,0,35,0.7,0,49,1,0,36:52.5,05:05.3,2fbo8j836ggx56ii4val7697prg92f4sx65vm0cox53a,2fbo8j836gg9il6538kav71vwdpep4basa440hve8mx2,0,30,0,1,74,30,0,0,75,30,0,49,26,-376.474059,-472.7312359,-684.8375895
0.5,1.1,15,4,0.3,30,0,36,0.7,0,49,1,0,29:36.6,05:31.2,2fbo8j836ggx56ii4val7697prg92f4sx65vm0cox53a,2fbo8j836gg9il6538kav71vwdpep4basa440hve8mx2,0,30,0,1,74,30,0,0,75,30,0,49,26,-385.8863311,-488.4793102,-704.6218672
0.5,1.1,15,4,0.3,30,0,37,0.7,0,49,1,0,30:30.1,05:53.6,2fbo8j836ggx56ii4val7697prg92f4sx65vm0cox53a,2fbo8j836gg9il6538kav71vwdpep4basa440hve8mx2,0,30,0,1,74,30,0,0,75,30,0,49,26,-396.8221826,-500.8682272,-724.0102819
0.5,1.1,15,4,0.3,30,0,38,0.7,0,51,1,0,34:58.8,05:28.2,2fbo8j836ggx56ii4val7697prg92f4sx65vm0cox53a,2fbo8j836gg9il6538kav71vwdpep4basa440hve8mx2,0,30,0,1,74,30,0,0,75,30,0,51,24,-410.58877,-516.6922015,-749.7986798
0.5,1.1,15,4,0.3,30,0,39,0.7,0,51,1,0,33:43.9,05:33.2,2fbo8j836ggx56ii4val7697prg92f4sx65vm0cox53a,2fbo8j836gg9il6538kav71vwdpep4basa440hve8mx2,0,30,0,1,74,30,0,0,75,30,0,51,24,-423.8886366,-529.0687368,-768.9176304
0.5,1.1,15,4,0.3,30,0,40,0.7,0,53,1,0,32:03.9,06:48.8,2fbo8j836ggx56ii4val7697prg92f4sx65vm0cox53a,2fbo8j836gg9il6538kav71vwdpep4basa440hve8mx2,0,30,0,1,74,30,0,0,75,30,0,53,22,-437.513752,-547.1208074,-798.6825886
