0.5,1.1,15,4,0.3,30,251,3,0.7,251,NA,20,NA,0:04:28.023684,NA,x0hzt4d11imyzgxfpn1jaxyivdyt65z2xgvm3ndpmo,NA,0,16,14,6,69,NA,NA,NA,NA,NA,NA,NA,NA,-25.3291580724,NA,NA
0.5,1.1,15,4,0.3,30,252,3,0.7,252,NA,23,NA,0:03:06.179690,NA,1o14imachd2cc2b8m61lvkhz3lcy9bot6ur3x7scvl1u,NA,0,17,13,10,65,NA,NA,NA,NA,NA,NA,NA,NA,-22.9707083787,NA,NA
0.5,1.1,15,4,0.3,30,253,3,0.7,253,NA,23,NA,0:02:28.482021,NA,1sl3dj1kig8fnmvqtjla9a4tutulk3uvd8vp60992qyu,NA,0,17,13,10,65,NA,NA,NA,NA,NA,NA,NA,NA,-26.7595920697,NA,NA
0.5,1.1,15,4,0.3,30,254,3,0.7,254,NA,20,NA,0:02:27.830397,NA,1m8e1djjm0dj6zr8xvv7yvzagdft08yrfiyc8p9wk9s6,NA,1,17,13,7,68,NA,NA,NA,NA,NA,NA,NA,NA,-26.2608108701,NA,NA
0.5,1.1,15,4,0.3,30,255,3,0.7,255,NA,17,NA,0:02:44.072799,NA,j8ezm7newqxkhxtdx5jvbn1wkx6fykzehpgbgsoyfs,NA,0,20,10,7,68,NA,NA,NA,NA,NA,NA,NA,NA,-23.9177007549,NA,NA
0.5,1.1,15,4,0.3,30,256,3,0.7,256,NA,18,NA,0:04:25.051120,NA,1o3esarnbfl8fbfmmb6sl89grd2a6p907spsjfe7qzwg,NA,0,17,13,5,70,NA,NA,NA,NA,NA,NA,NA,NA,-25.8814597446,NA,NA
0.5,1.1,15,4,0.3,30,257,3,0.7,257,NA,17,NA,0:04:10.820526,NA,t6kwzldqcsvtzrnmfbsqgp1etrpsnkj0mftfsjmk6j2,NA,0,19,11,6,69,NA,NA,NA,NA,NA,NA,NA,NA,-27.7326146538,NA,NA
0.5,1.1,15,4,0.3,30,258,3,0.7,258,NA,10,NA,0:02:28.262394,NA,1m8e116ctdj72739rimsjx0utyc6xgpvphy962g2t4x2,NA,0,23,7,3,72,NA,NA,NA,NA,NA,NA,NA,NA,-22.5753743791,NA,NA
0.5,1.1,15,4,0.3,30,259,3,0.7,259,NA,18,NA,0:03:05.838490,NA,f11nr87scy516fgksdy2xd696fpgljwq96ukyrefjtc,NA,0,19,11,7,68,NA,NA,NA,NA,NA,NA,NA,NA,-26.0936338528,NA,NA
0.5,1.1,15,4,0.3,30,260,3,0.7,260,NA,18,NA,0:02:49.667869,NA,goavp348jmaou4q7ir4w7j6vb08pz0bluxtlwlz7ls,NA,0,18,12,6,69,NA,NA,NA,NA,NA,NA,NA,NA,-25.8752546869,NA,NA
0.5,1.1,15,4,0.3,30,261,3,0.7,261,NA,25,NA,0:02:13.178359,NA,t4tgnkxbh4a392kfb3406olwz2e5ydwiwvw1hlhzcp2,NA,0,15,15,10,65,NA,NA,NA,NA,NA,NA,NA,NA,-25.0642253686,NA,NA
0.5,1.1,15,4,0.3,30,262,3,0.7,262,NA,19,NA,0:04:28.005552,NA,2fbwvbfzrqfmdp8k5i0kvy348xa6sqou9f0gszqq7g9a,NA,1,14,16,3,72,NA,NA,NA,NA,NA,NA,NA,NA,-23.7968330282,NA,NA
0.5,1.1,15,4,0.3,30,263,3,0.7,263,NA,11,NA,0:02:17.529869,NA,2fcfv2c2ejh31nk8nhf1jy5el0skn5nz9s6rrz2pdgda,NA,0,21,9,2,73,NA,NA,NA,NA,NA,NA,NA,NA,-27.787554058,NA,NA
0.5,1.1,15,4,0.3,30,264,3,0.7,264,NA,22,NA,0:03:15.697429,NA,3p1uodz67ffte4o3awp00veq6tq0ee0u4zfe7gyswss,NA,0,19,11,11,64,NA,NA,NA,NA,NA,NA,NA,NA,-27.1169269149,NA,NA
0.5,1.1,15,4,0.3,30,265,3,0.7,265,NA,16,NA,0:04:51.023863,NA,1morfe2sytqzazfa6sbjip2uj0yvtcup10ojoqvh9es2,NA,0,21,9,7,68,NA,NA,NA,NA,NA,NA,NA,NA,-29.3002559229,NA,NA
0.5,1.1,15,4,0.3,30,266,3,0.7,266,NA,24,NA,0:02:40.698710,NA,186jskeq1wfrcaim686rmotgsbc8r9icthulxnx4nepg,NA,1,15,15,9,66,NA,NA,NA,NA,NA,NA,NA,NA,-27.7778772829,NA,NA
0.5,1.1,15,4,0.3,30,267,3,0.7,267,NA,27,NA,0:03:38.309857,NA,ts8rbppgxmnb8l3z2dnyi9q7km54tdfvexybib8xu,NA,0,15,15,12,63,NA,NA,NA,NA,NA,NA,NA,NA,-27.9435149226,NA,NA
