jeff,beta,numnodes,numlinks,probRewire,numedges,graph_seed,numx,trim,x_seed,cost_5,cost_rw,cost_9,cost_noirts,time_irts,time_noirts,bestgraph_irts,bestgraph_noirts,alter_graph,hit_9,miss_9,fa_9,cr_9,hit_noirts,miss_noirts,fa_noirts,cr_noirts,hit_rw,miss_rw,fa_rw,cr_rw,bestval_irts,bestval_noirts,bestval_rw,hit_5,miss_5,fa_5,cr_5,cost_fe,time_fe,bestgraph_fe,hit_fe,miss_fe,fa_fe,cr_fe,bestval_fe
0.9,1.1,55,4,0.3,110,0,2,0.7,0,95,86,86,89,09:15.3,10:02.2,dl0epuatu0agbga7z75otqj2757hbwkifzbo5f00ag7hc62mzwnfodhet35lytcavesguze2ukz31nh1x1iu10dnzwgq7do1kk1tjvuv6cvuwkfxhsgwc62m9s3kpdppn81i8tzh3km64aeswjswxdj9rx7luk1m9yegpy4b4i7fna52cfgxawgbehrdidi7mnlsbeifrn2jpa7p4rm6oh70n3xb4xauhfxx3c0h8ok8zi45phs4laj5pe0efhqetaxikzdgb4dsxepxnp658udqygvnlkqfntolsdguh7imd6rojqhjxgp3va56zwge0xnd21yyajg99psal8fxf5j9gdbmajhfmpqsxc6yofv1jpn0psgnaxhm2h9m1unhspi8stb6df9cd08kectsyc55jx74xft4errfzt8z5fh8pji2qugie4ubex8qunsjsd80alq0hgxhbiw43zlkfnuvtqsiesdgfqf439662l0b8bsv38uhm52ybmoqpmmpnpgb7qh3mxerhgv8ct8d53kr0671l5yrhox4yemsr0f69fb77vbtsi324hphhtayxug0tr20y,dl0epuatu04xtk16g61c2roe0609y3940b5mb6f2bs0g62soqt1crcwyrwuptn74ikgl530tuhg2l9r7e6ppg5oljbjepemob3937r4ehlhodf80h6h3qzaw2wyc4g5z5ekiu6oo0503amkbwu1dbjvtdnyanpgf62y8h2i3gmz2t8mzkkr4abcyqr87u2q56leqyaj9z8y3sudacfcu7p4enmcfkwhcgegq1mk47s8i2nqk0415g9o7u21jbwpu96zam1wijmqckismfzejoybop7plid76tsz2cy2ljxt5jnkpudagihib6l8evhsr07siia6rrb0fqcemqr2k8v1uq6p0jgtad4ao6rh6p5ag0us3gurrl609c31wk9ejaj27g5jl0j3fyl0ohqry4dx9g8a1e130i1wok3hipgj6afgk4syyjesx69b682gh0lbbdan98r0hrfudhj9y9hjmifjyffiqvb3c3o1nxkl1pcba5txz92eh3y0gp68axcwxr0i5e2nxbkq9dik1udjr1neeyll8c36w85wwf68nvqatgj9e1xjzyugdspaffsvxi99tu,1,45,65,21,1354,42,68,21,1354,45,65,21,1354,-62.12318176,-52.67391243,-52.77895159,46,64,31,1344,108,00:00.1,e0jqwkdra5w96emdlvwd7fbmufn18g0qvqds8ux5mwcrc762pixz7omc1fyx8b1rb1kl3e1g5qgkxwrdk1irnkxid43xxxx4ihs6v3dsbbhohezm7wo3rx2zu5s44mfcy6lmz5xe0psqphugkk5lrmqbxismns5yzzvy1a5ti6bcfxow3yzra35xoplqdjv2b1p1oq6j8cx5p85ktve7y4vv1c1e6n98v2fvp4kpes042pgesd6b6u32n14tac0lt5xvbh1ovo3emdg1gdilw3rqw9ed2g4ohtal3no1yspb3ya6go9fy6mt804txx6m9z6c5un039jo5axop8syesgt0jrnsqzqx1r42bflpgmzj4iay0m3t74vb57d7xajtez7a18fi6rju703gg6r1vlsxguwhrl5n6ksl05ibwgfx3xwyjurgn2d5r93v6towkauj1pxcqv8kuw90g07vxv7i0km1zuvi1xouk4l4dkdgxy011b8iklmavqn0j5asch0d5a8,2,108,0,1375,#NAME?
0.9,1.1,55,4,0.3,110,0,3,0.7,0,95,88,88,88,15:12.4,06:29.5,dl0epuatu0agbga7z75st0giycjc0tw9vqlrxzyj6addo72zmbbwddakem61aotyyqa5lujp60snm77ko4veos71l1rjvbrn7chhohe4t93axex0nyilfp5241ktalc3hli3vn05s8pr2kb24bjdg9fqeqn0bz0jkrffacm3h5lqh7euryeptjrsthb3as9n8afpo95y7ixe52xb9ybqv33yiib4ugum52ajd5mxs9setknt0g1m3wahv76npmtlszpgzs5cxjdhralu9us37ektt91034epbeevxvw1ko6hi1em6m8lylr39di25l42co1srgv4yj9st0adwrm5k6vvmpaonq3tql92n3qvcivk3o6lbtbirrkznsdtiqi49jarxwo53b7zx8ac09941131p7i1e4enrdmkxbgd8yl7sjh8uf5iy62sb1g5l9w7eogm3m45vpc200mo3ogdzx6c728l37tvw6yek6ergh3mlhjjkofdlbe96dztqyqdj0s5j95buedrp4mg9a9g34v54cnydltq8a7wybbrryf6j9v6oh6ce9e40phneroqq89gbmupu,dl0epuatu0agbga7z75st0giycjc0tw9vqlrxzyj6addo72zmbbwddakem61aotyyqa5lujp60snm77ko4veos71l1rjvbrn7chhohe4t93axex0nyilfp5241ktalc3hli3vn05s8pr2kb24bjdg9fqeqn0bz0jkrffacm3h5lqh7euryeptjrsthb3as9n8afpo95y7ixe52xb9ybqv33yiib4ugum52ajd5mxs9setknt0g1m3wahv76npmtlszpgzs5cxjdhralu9us37ektt91034epbeevxvw1ko6hi1em6m8lylr39di25l42co1srgv4yj9st0adwrm5k6vvmpaonq3tql92n3qvcivk3o6lbtbirrkznsdtiqi49jarxwo53b7zx8ac09941131p7i1e4enrdmkxbgd8yl7sjh8uf5iy62sb1g5l9w7eogm3m45vpc200mo3ogdzx6c728l37tvw6yek6ergh3mlhjjkofdlbe96dztqyqdj0s5j95buedrp4mg9a9g34v54cnydltq8a7wybbrryf6j9v6oh6ce9e40phneroqq89gbmupu,1,58,52,36,1339,58,52,36,1339,58,52,36,1339,-137.4359667,-125.8447974,-125.8447974,58,52,43,1332,107,00:00.1,e0jqwkdra5w96emdlvwd7fbmufn18g0qvqds8ux5mwcrc762pixz7omc1fyx8b1rb1kl3e1g5qgkxwrdk1irnkxid43xxyomv7kyhiqq521ate3kgj7lj4lda73mp66aaa1jhd3e97zkgvxayfa3iuznr5oadg8g4xggqrmbk6dm5dydetsiwoymidskyokxoa23nfzjrh2372ecyqv78chngi62bdgwjxipcllo32o7rq9eauw34lpddy7fayenfqfi57o3l6p88wlfbj76ahtsgt0j1uaghin0i89k1ombsrgymcrlsn8b3yep0cvsxivnwukdl71qp1pxhgzeqp8tunhus8sr5b2w5ayzpchyzgcr74zjxcff7ap3awema42dpw8yrfdnpoofwmqk6p6j7ehbz78j0gzld79kbwzn4m1uzdt9vdkqjfjr6ezdvddgu1ysizmsufiu5n3715966fvoimpxatezz3ez9tqjs5skxauoll2fe7rx0lnmiin946ps,3,107,0,1375,#NAME?
0.9,1.1,55,4,0.3,110,0,4,0.7,0,84,89,82,86,03:29.1,25:18.9,dl0epuatu0agbga7z75st0giycjbduyqis40yil6dq008vbmm6ku8um5323uh74ja7b668j5il13ki95cawdd92hl9z59dqewswf5att55fe0rxhsetd3sx9zr3hd1akbu69ydx3f25byh7omi5fl6erec6urkjofb6njoaxlzcgwytzsdv81u18firte5nrgzmngr4ygv412q79a563lhwcbwxin8kesbralro8d10xevv7y40f0ltc6v6gzxcuio25vu44h0axhci8cleiu8jt1hplnhr5w8olunlp9mdtozuoeobxod0dpb86k97f7fxdsv7vp0e3njwa6ismhbya2wl13ij9ztcwj9ajiyaffpu7rdaz5yjt4mv8t2ttk9xth2f6wczlqltdqvrsc9o7s6t6uziryzreqbrgnwfqa04m4wf74dewor51qd53ce0a3c7zntbyawyh37b2uiewvt7tah04liaj6qlw0u8q37gabpyp4og72ak0del1l4f75kdkxd3ka233d7pznj53r22knfu9wgrjvpcqoola5g9wjgjxy4vpwutmbkn27tk8zmzgi,dl0epuatu0agbga7z75st0giycjc0tw9vqlrxzyj6adgapiop7m0uadmycwtgqus5jd7u2c4hw24os93v1xtgznfukebolf1odu4hvi5tatg3phn903jux3nchbl2p8ike8g2xmdkmpiuxxkvse04trldjvfc75mndrknivupm721467pbatefhiitui288epqjb2mpybs02bkmcl5o6jq1rgm38hsx2pjy7a4w39k9b91m8fi7rs8o3fv4sn8psyi25q4ld4vcnnoqc6k4u5jacv51tp4jv7345ibplbig8myojlq9wjhpgq62ecw9yswmk7zjzv9br6c6777fkx0v05f7cdj9yoeif7oobc5ycwhfatq73hwkw9euoufi8bwix1wxskiuqzjkmiwa1kjglgjhi56di5wupkj3a9cufsxzqh8iktdlzk736y22tkkwy3flqv9lax65ca8e5y4hrzst9omx7so3fu6qp2y982jrgv4k0codfu7q9vjzu5ak54s7qhvy8dddua2vljigcsn0kz5ottnevo745vmmrn2poum83ket3rw8dh25gek9030ruq,1,68,42,40,1335,69,41,45,1330,70,40,49,1326,-211.0767736,-199.8420059,-200.3399843,70,40,44,1331,106,00:00.1,e0jqwkdra5w96emdlvwd7fbmufn18g0qvqds8ux5mwcrc762pixz7omc1fyx8b1rbg15y9ej4aus08okif0u0gfphg37n0nc6vqhqijyljy59zg6a7ksahphhxw9mtxwyjcr8q6667o4q56hucuf12b7mwnreab762geyag17xm7ecfxzbg7zsxk2e753zkk8pawpvwvxlsbnsdoiwthe97y7w55uoa51mjug4tee4cnmnywjp430xuv7machuo29zwg5ptpc8ftt1cligwoio10m4298ojsg1djx7fqg9fea271lbvfht2p2916xf80o4bp2quyllewm5f3cz0tafd8enp7voeap260twnakoeusl3bhx84eghr0zdytryr1yem8y2zrh4xev6fa20z5xhb8exap701odczh57br8z08miw3fc30gjhrd26360e34vbffivo4epffp3i86v9q6rfq3mktvd6saimmw0w734yyx06qixn3ud8hur7r361q1hdr7k,4,106,0,1375,#NAME?
0.9,1.1,55,4,0.3,110,0,5,0.7,0,66,90,75,84,53:54.7,46:39.2,kdim2rg106q95m483ullmevj02kqvm0jyxx22rho2htat2rsp2dwr6vsnxl0vpkxksetyf5uhtgtr5w47587ww1gszd6q7n4aqt3hsej9q7x0f17h1vxdtw1i3c2s4jh7bkn6k2l7taod6535t4ib4mdxh8ojj195d00qv2ejn2en4yjgvbqv0p6lwqt9tezxzrymozqal0xdsb8nmbnzcpfto6ojfeu3m72oqjingm28gnrpvr5rh4f5sfead5vbxnxrcn4cwp6pex9eyqv245und7s8h7k56hea7kp5jjmvy8lwcn1m0p5dchkq7l5s79afri0cqzpd07u6vmpehn8c7bplvaq7yij7rb30rvfwue0hz85qby29bl35x7wayr5pqrwuyr2bu8dr9uqnt8chaf2xn6v0b8b3408b983efap2dkz7pvp5dq9vojikbbqhkzxqo340wq5cbsqz502u09y41dmtl3ef9js9t86wr0vi1arvn8yfoxc7gupycjzg2a0jmfgwwthahg7ko9d9q8hadkqpvagoiedacnb73abfmxpomz0kabll6tows4zhhr0i,dl0epuatu0agpeq9ql5linqaf91591xasuwa9x93otawlf40e5lewg4qty2zmt1abvs2zs1tjdmip8htfg8xichbtlcl20qsp1w2q921cmbmwatmfbzavesj5fz62fw0n08jsriszwy9c8x9es0dgo9952sw0omykfoel67ilxoufkoazfux9xmab79ewppgfhdfuvlteqra8dhb3ej2mywnk01gbebiblparsxkj83fcuic0n6ztx0kn28z4llgv61yizz4qzh8bhgdurozwk9l6xypv4xp3hlxwit3lxqgtigaaedefvi0f2zgwwu7jum4myjqza21v47u9s5gx35gzf5dr3rjizewf99hiow0ldnyozeckjmg3y3y6fi0zsv507crvree30uudz6x87gznb097bk361nidfm6m5ho6500tn48b94z8l6imtwk68j1lmzodmqcahiy164ksyrlnrfkglr3eba2jgekbg1lr93hy9iebu5n7cmaphqy5u6mktzxv6mf0hnki2kv85embz0wpcwp0ydp2cwdu67jc3dp6wucx7bvte2cjmjhdmx4oqdqa,1,79,31,44,1331,79,31,53,1322,81,29,61,1314,-290.1972926,-281.8706231,-283.0341196,80,30,36,1339,105,00:00.1,e0jqwkdra5w96emdlvwd7fbmufn18g0qvqds8ux5mwcti7lmzgadks0umlfleig09zbmt7ofrls6oou2ql410pwwi2szqp8gntengjklqt9x01t7hyhvbpulgof41rpmzmj7j7hyyzkjunq61ywtdwvkb7lxtnu89x2jbt3jqap3z5dzvr0mbk4mfy1f7v78yozace6g5qq6wrdonq5936xya78i41hjoqe99nyz68ff9lk6f25srrtjzajvtnop5h3mmws8qxdlw3k05es6mca8j3m8pn95ira0nsucc4gmyd13ypbxjce2u4l2y4fs7hho4pbqhl6uejbkdk5rpdngeq2bxkv6en6y3rtvweumfjyy7ty3dduzduxj9b7gvwu5jb7xcckqd41hatz72p68k87dfzkaulg42hp06aojgo5g6vqg45alv0o6cknd6nol0xth5aog446fu890b65r606uyizoccuf4l287qk8koe0e7hpnffo0j9lv6il4zi5fn5s,5,105,0,1375,#NAME?
0.9,1.1,55,4,0.3,110,0,6,0.7,0,68,97,83,87,13:57.4,32:07.5,kdim2rg106q95m483ullmevj02kriky3bwesnmksreighrp95chu9w9a4wvewk06bnq54usd36953n61uuzqol2y47an2txwk1psum4rzn6a8h8xjljha7ufmsggr26w2f13a9ry626nqxxbr54wky4who18ascqwxtf4y5mfvcz0a21n25qzly2eq7xy4646653wa37db84rdh45l196nyf355qksj7wdvzz01yfj6amk49eqo9o49uekb3lpywhrhoyhdy1gvqny764zzz1l1cofgrt7ri1hfwlh4k4njxhwacbwmic50zwcfu1dgcbrdfsiw23hylol9r0klzm8ay0aliufq6e3jms650vljwgwxgp63w6hxnyanblstmj1gmatnr03v2yo6elwt0oczwgmq8iqgmegwbn18ew7zjtak3g4e84lnemy33ehoexkik5wcmvqn7dpa1b7e7n4sb8ekh0rokbymei7h88rgy1fisdmn0hdruz8fv76rg5chvkia35k9knhj773twq0ln5tvcu8z3kdoq67inkv5mmkuvtlc47lhe6uq9xns4y477dryf6,kdim2rg106q95m483ullmevj02krikyjolri075jcyl6a8jkz11j7axfwrr6zp6g8saef4qmoan9nk66yq7j5o2evu3bpygpbqu33wg7ewl5mdueeds60qixt2t9skh6huv8jupdjulj4b7m19nht9oa00n0xhhsr0q2dzoyukt9e6josod8z93l67jyl8xp02laq4ddbfym4zd4ccr7haqqqxybgkqfbu5ojw4dk4l72k6sqynuuh0ihvph1m7qq2v16ds16tcgln9l6fvr8cn58jlvmdeh4izqevs9xpnkhlvfvhftpv4hm4tv9lzx8ib299k9fbcfigtr4zxm6it5b4ssfwgzuu3g41b7ip9cwu0in0k2rv1bhcpcad5uhvyr6ut8obpnqpumg796rv4hj302bly5l3ip59wg0zypj11pt0fjzxfhclvzrwcaam7kjeyts29wo0goq0p6lwprk5far4tugcrsvt2jzv5g2g0utpt7d56jsgvhcys9bsmy0v8ietnp3w8lr2dx51r54ldadqecmxdsnrn1cyvol289pvcqckcmb8xdf78a9l03a4yyq,1,84,26,57,1318,84,26,61,1314,85,25,72,1303,-364.5226237,-358.125103,-360.7096424,84,26,42,1333,104,00:00.1,e0jqwkdra5w96emdlvwd7fbmufn18g0qvqds8ux5mwcti7lmzgadks0umlfleig09zbmt7ofrls6oou2ql410pwwi2szqp8gntengjklqt9x01t7hyhvbpulgof41rpmzmj7j7hyyzkjunq61ywtdwvkb7lxtnu89x2jbt3jqap3z5dzvr0mbk4mfy1f7v78yozace6g5qq6wrdonq5936xya78i41hjoqe99nyz68ff9lk6f25srrtjzajvtnop5h3mmws8qxdlw3k05es6mca8j3m8pn95ira0nsucc4gmyd18vislbaixmbmyezzfxk1d6b0k95u88y9mh351484o9irxgxepb1q4zzbg0n24tjiwit7lxcqyxjyv2oye61r3vix7ns523cidsxfmx1sn471878gwctqxrqsdt154u0bqftpasrmoj5yz9eycs2efh7kilmf68wag5qeg8b452c1kicm6mvb5qb6ovswfxdakyegg05lblvk35gpvaogv0cu8,6,104,0,1375,#NAME?
0.9,1.1,55,4,0.3,110,0,7,0.7,0,49,94,56,70,43:50.8,11:25.8,dl0epuaecd4jjzam5spn35qxhs217aqmllf9i3qey9q4dbbq3rbsnfs3wg9hc0wawktl2z0tbmkgpspz8a6uu3xxafpbhhco7blyolllc9x8ybmq3gnzs2ip80a63neqmw4jxs98h1r26mu1e8yz3t0husvs6ou97qgllk9clwasamwv70u2c4kmribgj1jdlempnwqo8ukn7e2c5vvq1mf5ff0aaktnaj2oqlnlw0j3oowy52n6w4iqwc3dslrtore8bu7h9s8l9mjltujedwxuv4f6c1mwqhdwd4pi43knwhulkgfi8qutbj7qo4bsid9tuw3rklom06v9y4tvtjxhb984g9swoes4p3mbwcynmrnx4bq587no7sbr2akjjsmh4vp3ne2yc7m8phy8f9mhldlnew2wgrkq04s1cjr8jlqt7nkxxt30hy0ip0csyxqm7wl6r1wg47jz90890w8taul43d1l3np06571ybjtt9dr5r777h6qgk2s1ztofb871611jtr8pmcikd1germ9l13y4dm100u0kxpf5shs1t9hb274qebnoh0vyc68074xf0lj6,dl0epuatu0agpeq9ql5linqaf914m2zvj2qpiwf6spi0l3nt9w44xd20hjzse86n9b1d7wh2oz3sebg1t7pujnog82y3gqn47trcjmo4j0zk76xruhm07cb4ccr6jdh2d5yqg2wzk18634z855dnvxe5tjlod8rzz7qj48rv5yvwu50u3vqupdqhsfyfshdpjf8dn9lgatcz9do3p7bxfbm7cg2dtt5a4h24nky3v8tp7tyq8jmz70ppirxu3bzh0yak8abdfv08qnohalwklmlu4ado1pqj2vgukptp4s38iug2z7pn2nbfphd4ztbj0zjp2zdd2acdstvfejov2nkwec61aubk36p2zi94lujiq3i8vimfkji881603tf6g3hxjv3j06djabtk0x9zisexx61sw3s32fua6u4ipbawk0ysuxdytcpg3p371pl692ejhpyl5yhacizjkr5djtyn1dl8mil7vcepfyvlfj9mcukyyvfp4uskh53wm4owkn4in85ciat04x6358mihh6pnnragvbp4e0r76vub2c96ucqmfjjgzfb0ioc3kihcevogh14y,0,89,21,35,1340,88,22,48,1327,93,17,77,1298,-429.1886045,-427.3557855,-435.5305327,96,14,35,1340,103,00:00.1,e0jqwkdra5w96emdlvwd7fbmufn18g0qvqds8ux5mwcti7lmzgadks0umlfleig09zbmt7ofrls6oou2ql410pwwi2szqp8gntengjklqt9x01t7hyhvbpulgof41rpmzmj7j7hyyzkjunq61ywtdwvkb7lxtnu89x2jbt3jqap3z5dzvr0mbk4mfy1f7v78yozace6g5qq6wrdonq5936xya78i41hjoqe99nyz68ff9lk6f25srrtjzajvtnop5h3mmws8qxdlw3k05es6mca8j3m8pn95ira0nsucc4gmyd18vislbaixmbmyezzfxk1d6b0k95u88y9mh351484o9irxgxepb1q4zzbg0n24tjiwit7lxcqyxjyv2oye61r3vix7ns523cidtcvkm0tl0l9g09xws73z7ghlobobbqn9em2mub4kxciz5ir713vkj192y0jp7jjww06z2q2nz2mhr9etzv8qcmz2hdnkb8t5c5802kvjielmj7kycsd1zj0g,7,103,0,1375,#NAME?
0.9,1.1,55,4,0.3,110,0,8,0.7,0,46,101,45,56,22:34.9,25:42.5,kdim2rflijkc06okj25n6wur316qcme5gm78yvp8ticpkojr0fuas4f8jllnkjcyylk3hct97grdoeqlq7mpsosnxquioj1irgm4jm3vp9kk6xmtmjb0lk99gbnzbwc3xoyyrdt0wclzl05ddbnt4l0uzw3umvey09piq7hbkcc0faba3krbfeg95omxg5sbx6kmomx24j8xzqhhxdo6sfpj22to2sjzpk2dl8wpj5jekmy9tlf1ylthnfrv6zvx1ot7ocxzwu9ykdw2t2607swdojtezjzr6c91clfku8p1dm4arvcrtfzbvpvqul140abte8s4lac7d2ackw7drm45dil78vca9ijghrr4uanuo46tvq7xpo43bz6liqyrntkwtpefp4fzycg8016clav3dg6xsidh1nnn13iageobsk3jo2hyrm8eqxu7chjewjitq0n0u6rgldka0t8sdieg5bwix23x1brqvoqh6v6sbi84p6a0fwugct3k5fkqa8nm8lqkb8o792sd4tno1ik6wew59llcfg3wdgunqj9wue3fbaj0bisbvjr67wnvww3zj4u0y,kdim2rflijkc06okj25n6wur316qcme5gm78yvp8ticpkojr0fuas4f8jllnkjcyylk3hct97grdoeqlq7mpsosnxquioj1irgm4jm3vp9kk6xsb3dp7vnfgb0atbxalykhlmcnhywbi817wj15f1g23tzmgj4txxcixazsf21pa9xz47jsq3s8e9n50x2futcascczqvm6hqli3nofdu2cf9o1jdmrxt5h6gt7o9t8dlse5lk09pj9eoww0gz6vpgaj5vjwv0p5gexy5gbkvzmvuvr6ujdczp38uz9isn5qwz7dz9p78sav7srbldkwm9emo0ayhvdpizl3b9ohhb2d9y9zoi0jdu4j0kycktk92xw0phf62ytnbvxrr21fq7f8iva371pv3u0mb9p6ewhl16fv6bhni091hypy2klw5y3zktkctrdwv70gvkl71kzug9j7k07h3w7v4il0pk5jebnuo6rcyhs1o2ayfuvvux5s3t0ghnszfbi4mkeas53g73eh5y091uvqpmx1sq7abga382oq5qi2dprpe95214kyrb2ttorsnrv8cx4vfcjr48feq,0,93,17,28,1347,92,18,38,1337,96,14,87,1288,-499.0017325,-501.5355361,-518.9724484,99,11,35,1340,102,00:00.1,e0jqwkdra5w96emdlvwd7fbmufn18g0qvqds8ux5mwcti7lmzgadks0umlfleig09zbmt7ofrls6oou2ql410pwwi2szqp8gntengjklqt9x01t7hyhvbpulgoi0pvl14yx4j64kuw49u2llgr6zgdr9l1jfe8wra3um4qwatwh7ar0z1vpslolzkbelbhvt5obfcjajv8gyi7h3xymwm5k6hk5u095drdtl2zkq2mhc431raaq7y68vxv3b6lckv6r99lfusblzsmylwazqwav07jkzmk6556u5c60q0n60cydbd6nh8jezb52o75pzo7wozyngqkan7dg1peuzlvafwayru1th3l9w1w1hexdw6tpi2rcag23k7uvh00a8wpvmr7muz3d9cpxpmkev9g54sphhjdwqaaoj43kf3xnwge3x1oklp4q1k9tgrtmzln2psqqk91tl9i92dzr4u6vy7ihutnhx9nw01bnh2imwhm249i4ek51l6za37878n22kmuio,8,102,0,1375,#NAME?
0.9,1.1,55,4,0.3,110,0,9,0.7,0,41,109,50,60,05:25.8,10:28.9,kdim2rflijkcanilulnhq5cho93bj22n8bldqq4w47i8cydh4ezwsurxh4c0gv0a8vprh3wp09rwg0jmyln4z3rqzklrja1ov7v62laxlv8b2t7mfk3ylaxz3km87vtzqu48euq9x63apk6cl3gfm3ykuuwthort1lnj8lszohfars04xt4uhjnf8ck1fd4kt05ct7759gbqelemzg5qcqx9yo80hnythvybu5hq3bp55duplz1g8hjhq5tsl4g7m1k92aj3o7in6brqztqltf1hkefs6hajhklq3o5v5e6vbaxcevk8g8g756w2lpk438gatxmeh9vncah0k12p0gowo9lrokm1g673yxrdkevtou35fs0310rhkz3hl0t0xg9y5x0z2hlbqbtd5g9g1rkq05he6azv3mk2m1i04qc4z8zqv4taj9hfj155m1h0sny4931enrk19mvkvykik1rf260y6p9ypbidtnv8107i02luhzchk8ayjif4h6o47g76q839aa75fip3rg0a7punr9awu6y7891vk624wvkpv2cagcc17awt7fo37hw086tgbzugy,kdim2rflijkcanilulnhq5b2op6jsgo68m2lxqx596a3n98srawa8lohna1k6kdatz1eouunp8oloal9l9pj6xrywkb14yn8igrv8zxl92s7yljgoby1avfowgrpxhnsj4bfrdenbe5jdgofbwjjsc1mz63fz7ra0unf0b1mbmg0n0qla76q4opskfhkk1lb0wblxn1n3m3og4as23slcumwu9qz6w4lxteklfj7m4umrxk5tnkuztm8xr58irkun2du78wpuxjq138wzbk97gg1ra7ge5piuw594mu189so4cqx1y51v7k9cnqdlflvqa71tvyokhwx5jlc905wvvh9cpe0bjgoftdclsrdg921nux15id2im3ypy1z1bfj318e17s2oi77g7kk72ocub0waf9x7qhxeerzkmopa8dlnilvgoh7wbymuvhyef209t032rqfkl59bfqvovljxix6mx0yld4gdii1vkjukd7quursesqp7t0t71po00cylnswpv46xih5n8du5vqrnjqi7rwe92jeqireo986mbfr061hq2byqherjm7c1sspfl7zn90xu,0,95,15,35,1340,92,18,42,1333,99,11,98,1277,-574.6059066,-582.1023769,-605.8445949,100,10,31,1344,101,00:00.1,e0jqwkdra5w96emdlvwd7fbmufn18g0qvqds8ux5mwcti7lmzgadks0umlfleig0a6jx8ncz8vz8r0zw73vreg79ihbplqssgbs4jwd4qcw5bvd1t4nfq9z45yfzcayx69mndkcw9gbt0mls5takep47njvjjmby63af0g8cb3rrk73p41bqiww7pwjpqxvx8xb91e3d2gmt1ku3ude4lxgr8i8gsuplss1bwgrk2mzok1sw3haybijuqcx0ovn87npadfbzjrqhacyctl1oxixr61sedebkula93a486p0oxfwjoy5l4rzzkqhma81opsndlz0f4wu4ixeb89hvur9zzmns1632cfpf7qpxupzwmh3d76k13n8u9045a5fb4eqhio2wijhio48ajcwrdr81yehxc9xww29is848lxgqe92clc93k502t3xlep8low1h17wdnnvw32euueqcywxf6fmlcqfg60o3rv4k168v1s3f170b3oiyepoqp7xu1d4un6rk,9,101,0,1375,#NAME?
0.9,1.1,55,4,0.3,110,0,10,0.7,0,39,115,37,45,59:23.6,28:17.0,kdim2rflijkc06okj25n6wur316nsqo00s890y7tn8uwuf9z9cgcazlr7mqa3bk9ghiog4hurzhkm3738xyddhat0koifdyoqyaqnslkxy8qynmw0pmuht1q8n6lk11e7g5lwc3oqv061lylep0058rdk2kvv46cxlibi1seapgdp45j7nreb6uepmgtm2yf2u9c21lp4iojbuj9wis3hxfsgi35ovzq4qwq327t5blvg0reqqp40vzppj8c192wg19fv139u93wqnv7ajd7f59jmu043zww2nelxz2wqyvudwv2g8v6xtffc1wimwslam0v1fmuk9c612hpn7iyko7govcgxaih4ah25bqcni0dpz7akh6vm6bntdxd5pum3ftnbqw6phoqzcgdmiyde5iq0vn3mb4aqddnknej7d75xckl7yrbs6zza0enmicayatfjdzorzut73nypurx4cnb8pr4g3tql7ocr9afoamfnpilbwy7tmwt91ugd996j5c7ingvo4qi46vd195jjswy1tv826f0qegrssoza01c0f17lels839hu7aruhcvw10olh3b6,kdim2rflijkc06okj25n6wur316nsqo00s890y7tn8uwuf9z9cgcazju5nfm1h8iro90jl9bw7phu5i8xo2fc848u6njis4o96sxdws6imbxf0v4u2iu3fmt9l1dgyhcs7j1azfdqsah09y86ws9ypusypm0aevor7p6rpwgcazx29e1m21v1ss6mlupvpesiuk02jf2v85r7q1owoh23w1ibrlzlx1gqi8e3ezr0eliwobzinlswf86n5tcmz87sze577c5xeen0qbf4g3pisy995c6f8lixaxf3h1ftcnoqyl6uox9of4ngdfnpqzzk5fry81m2iqe3pz16wlr3bjugoipbv0wiydlzzncf5u815f0wqp39qx6zp1n9v3cme5yfku7e2rz4n76tdewgs6n0xduiepbq08ofqve8cv4h4fk8s9638nugov3unoyp00lyfn2g2euuvtbxv4ksnm9k3571zc2srwzec9bi75714mxqme3t52vye6be7n63oha9fgzbr16o829kyes9d6w4qyu2ma87aulxnqwx8am0vbi2wcdddfs6bbmecljko9kd0mpu,0,98,12,25,1350,95,15,30,1345,102,8,107,1268,-637.7169364,-649.7414991,-695.6622317,101,9,30,1345,100,00:00.1,e0jqwkdra5w96emdlvwd7fbmufn18g0qvqds8ux5mwcti7lmzgadks0umlfleig0a6jx8ncz8vz8r0zw73vreg79ihbplqssgbs4jwd4qcw5bvd1t4nfq9z45yfzcayx69mndkcw9gbt0mls5takep47njvjjmby63af0g8cb3rrk73p41bqiww7pwjpqxvx8xb91e3d2gmt1kubr2rxzg28uqdg5k0v3jkdobwnv4iig7bp2dt8akuo5ttl6iueozboae7zphrkppi2n9zul4zycoqzrxjya65fn2ahd7l3466yfogluf81jkubd5o6vvngxeevtxo4eqpdzm1ab76a9r07o7j1lbhc0qc7n0nk9t1pvvq2a60cb23fh9q3qn3ghjfn8aohxmjnfnmgyhcofiktvdoywchfkvhkictihh3sudx1q7htl4bso57glvupjapp4ngb88g8wjrh2wyo5lmpty4gkxjpmwbonq5zknovvbxymmm5x83ynyhjfby1e9ds,10,100,0,1375,#NAME?
