0,giraffe
0,dog
0,cat
0,mouse
0,rat
0,spider
0,elephant
0,lion
0,tiger
0,bear
0,hamster
0,guineapig
0,iguana
0,chameleon
0,sparrow
0,eagle
0,vulture
0,hawk
0,hippopotamus
0,rhinoceros
0,carp
0,shark
0,goldfish
0,pelican
0,tuna
0,swordfish
0,octopus
0,clownfish
0,mink
0,jaguar
0,leopard
0,dingo
0,hyena
0,buffalo
0,cow
0,chicken
0,pig
0,llama
0,alpaca
0,ostrich
0,emu
1,lion
1,tiger
1,bear
1,dog
1,cat
1,seal
1,ape
1,chicken
1,gilamonster
1,impala
1,cheetah
1,chipmunk
1,canary
1,alligator
1,fox
1,stallion
1,badger
1,turtle
1,porpoise
1,horse
1,dungbeetle
1,lizard
1,mouse
1,shrew
1,gorilla
1,eagle
1,owl
1,fish
1,mole
1,chameleon
1,chinchilla
1,ram
1,lynx
1,elephant
1,bumblebee
1,bunny
1,whale
2,ferret
2,frog
2,porpoise
2,goat
2,muskok
2,okapi
2,muskdeer
2,newt
2,polarbear
2,capybara
2,salamander
2,bunny
2,elk
2,parrot
2,thornydevil
2,marten
2,mouse
2,tapir
2,sheep
2,buffalo
2,donkey
2,cat
2,monkey
2,civet
2,basilisk
2,leopard
2,argali
2,deer
2,ermine
