0,cat
0,dog
0,rabbit
0,fish
0,hamster
0,gerbil
0,zebra
0,giraffe
0,elephant
0,tiger
0,lion
0,bear
0,bird
0,mouse
0,rat
0,penguin
0,polarbear
0,seal
0,armadillo
0,fox
0,deer
0,cheetah
0,panda
0,leopard
0,horse
0,donkey
0,camel
0,yak
0,snake
0,hyena
0,antelope
0,wolf
0,dingo
0,rhinoceros
0,flamingo
0,pelican
0,swan
0,duck
1,dog
1,cat
1,hamster
1,guineapig
1,mouse
1,rat
1,gorilla
1,chimpanzee
1,orangutan
1,snake
1,cobra
1,flamingo
1,ostrich
1,bluebird
1,robin
1,zebra
1,elephant
1,dingo
1,panda
1,polarbear
1,blackbear
1,brownbear
1,armadillo
1,anteater
1,eagle
1,hawk
1,fox
1,deer
1,giraffe
1,tortoise
1,turtle
1,ferret
1,koalabear
1,kangaroo
1,tiger
1,lion
1,cheetah
2,dog
2,cat
2,guineapig
2,rat
2,mouse
2,hamster
2,gerbil
2,chimpanzee
2,gorilla
2,monkey
2,spidermonkey
2,snake
2,cobra
2,leopard
2,cheetah
2,lion
2,tiger
2,bear
2,blackbear
2,brownbear
2,armadillo
2,anteater
2,owl
2,flamingo
2,ostrich
2,robin
2,bluebird
2,turtle
2,tortoise
2,lemur
2,panda
2,polarbear
2,zebra
2,elephant
2,penguin
2,alligator
2,crocodile
2,ferret
2,deer
2,fox
