subj,node1,node2,irt5,irt9,irt95
S107,greatwhiteshark,squid,0,1,0
S107,sparrow,hawk,1,1,1
S107,horse,donkey,1,1,1
S107,flamingo,toad,1,1,1
S107,bulldog,waterbuffalo,1,0,0
S107,horse,cougar,1,1,0
S107,porpoise,waterbuffalo,1,1,1
S107,orca,panda,1,1,0
S107,hippopotamus,chimpanzee,1,0,0
S107,stork,robin,1,1,1
S107,chicken,bat,1,1,1
S107,jaguar,leopard,1,1,1
S107,snappingturtle,seaturtle,1,1,1
S107,ferret,rat,1,1,1
S107,hippopotamus,puma,1,0,0
S107,sparrow,robin,1,1,1
S107,pelican,stork,1,1,1
S107,panther,donkey,1,1,1
S107,chicken,manatee,1,1,0
S107,octopus,squid,1,1,1
S107,giraffe,oryx,0,1,0
S107,leopard,hyena,1,0,0
S107,skate,greatwhiteshark,1,1,0
S107,boxturtle,snappingturtle,1,1,1
S107,bison,sheep,1,1,1
S107,jaguar,cheetah,1,1,1
S107,tiger,whale,1,1,1
S107,frog,toad,1,1,1
S107,bulldog,tiger,1,1,1
S107,stingray,jellyfish,1,1,1
S107,flamingo,wolf,1,1,1
S107,kangaroo,rat,1,1,1
S107,lion,tiger,1,1,1
S107,turtle,stork,1,1,1
S107,panther,tiger,1,1,1
S107,hammerheadshark,bluewhale,1,1,0
S107,skate,rattlesnake,1,1,1
S107,giraffe,fish,0,1,0
S107,elephant,cheetah,0,0,1
S107,seal,narwhal,1,1,1
S107,elephant,hyena,0,1,0
S107,sparrow,eagle,0,1,0
S107,orangutan,cougar,1,1,0
S107,seal,manatee,1,1,1
S107,cow,horse,1,1,1
S107,cheetah,leopard,1,1,1
S107,fox,beagle,1,1,0
S107,fox,waterbuffalo,1,1,1
S107,bison,greatwhiteshark,1,1,1
S107,fox,manatee,0,1,1
S107,hippopotamus,cougar,1,0,0
S107,fish,bear,1,0,0
S107,fox,narwhal,1,0,0
S107,orangutan,deer,1,1,1
S107,lemur,orangutan,1,1,1
S107,skate,bison,1,1,1
S107,robin,hawk,1,0,0
S107,salmon,seaturtle,1,1,1
S107,porpoise,bulldog,1,0,0
S107,bison,donkey,1,0,0
S107,stork,toad,0,1,0
S107,panther,boar,1,1,1
S107,cougar,leopard,0,0,1
S107,puma,cougar,1,1,1
S107,stingray,octopus,1,0,0
S107,octopus,jellyfish,1,1,1
S107,giraffe,buffalo,1,1,1
S107,tuna,leopard,1,1,1
S107,manatee,narwhal,1,1,1
S107,flamingo,turtle,1,0,0
S107,fox,wolfhound,1,1,1
S107,bear,dog,1,1,0
S107,jaguar,capybara,1,1,1
S107,sheep,goat,1,1,1
S107,lemur,waterbuffalo,0,1,0
S107,lion,elephant,1,1,1
S107,greatwhiteshark,hammerheadshark,1,1,1
S107,orca,manatee,1,1,1
S107,jaguar,panther,0,0,1
S107,chicken,donkey,1,1,1
S107,bluewhale,narwhal,1,1,1
S107,hippopotamus,cheetah,1,1,0
S107,cat,dog,1,1,1
S107,puma,gorilla,1,1,1
S107,cougar,chimpanzee,1,1,1
S107,pelican,jellyfish,0,1,0
S107,antelope,oryx,1,1,1
S107,chicken,sheep,1,1,1
S107,bat,cod,1,1,1
S107,manatee,cow,1,1,1
S107,whale,narwhal,1,1,1
S107,flamingo,robin,1,1,1
S107,flamingo,stork,1,1,1
S107,rat,capybara,1,1,0
S107,chicken,cow,1,1,1
S107,fish,buffalo,1,1,1
S107,bobcat,snappingturtle,1,0,0
S107,bison,stork,0,0,1
S107,puma,cheetah,1,1,1
S107,mouse,capybara,1,1,1
S107,seal,fox,1,0,0
S107,rat,mouse,1,1,1
S107,salmon,hammerheadshark,1,1,1
S107,tiger,cheetah,0,1,0
S107,orca,koala,1,1,1
S107,orca,narwhal,1,1,1
S107,hippopotamus,catamount,0,1,1
S107,tiger,leopard,1,1,0
S107,antelope,hyena,1,1,1
S107,giraffe,lion,0,1,0
S107,fox,wolf,1,1,1
S107,cod,tuna,1,1,1
S107,lion,leopard,1,1,1
S107,salmon,tuna,1,1,1
S107,rattlesnake,hyena,1,1,1
S107,jaguar,tiger,1,1,0
S107,cow,donkey,1,0,0
S107,giraffe,leopard,1,1,1
S107,beagle,wolfhound,1,1,1
S107,cheetah,hyena,0,0,1
S107,lion,bulldog,0,1,0
S107,giraffe,hyena,0,0,1
S107,salmon,leopard,0,1,0
S107,hippopotamus,hyena,0,1,0
S107,jaguar,hyena,1,0,1
S107,greatwhiteshark,bluewhale,1,1,1
S107,panda,koala,1,1,1
S107,turtle,toad,0,0,1
S107,puma,catamount,1,1,1
S107,panda,rat,1,1,1
S107,fish,dog,1,1,1
S107,sheep,donkey,1,1,1
S107,stingray,pelican,1,1,1
S107,sheep,robin,1,1,1
S107,sheep,horse,1,1,0
S107,wolf,beagle,1,1,0
S107,lion,cheetah,1,1,1
S107,rhinoceros,cheetah,1,1,1
S107,tiger,rhinoceros,0,1,0
S107,hippopotamus,rhinoceros,1,1,1
S107,bison,squid,1,0,0
S107,boxturtle,seaturtle,0,1,0
S107,boxturtle,bobcat,1,1,1
S107,orca,humpbackwhale,1,1,1
S107,orangutan,chimpanzee,1,1,1
S107,bobcat,beagle,1,1,0
S107,orangutan,horse,0,0,1
S107,wolf,bobcat,0,1,1
S107,rattlesnake,frog,1,1,1
S107,eagle,hawk,1,1,1
S107,chicken,horse,1,1,0
S107,seal,sealion,1,1,1
S107,giraffe,elephant,0,1,0
S107,rattlesnake,toad,1,1,0
S107,fox,lemur,1,1,0
S107,cat,bear,1,1,1
S107,puma,chimpanzee,0,1,0
