0,cat
0,dog
0,horse
0,sheep
0,pig
0,cow
0,ferret
0,mink
0,ermine
0,otter
0,weasel
0,zebra
0,giraffe
0,lion
0,cheetah
0,panther
0,rhinoceros
0,elephant
0,antelope
0,gazelle
0,puma
0,caribou
0,moose
0,deer
0,raccoon
0,possum
0,mouse
0,rat
0,pony
0,badger
0,donkey
0,camel
0,dingo
0,kangaroo
0,wallaby
0,platypus
0,koala
0,tiger
0,bear
0,seal
0,walrus
0,panda
0,hamster
0,gerbil
0,guineapig
1,cat
1,dog
1,cow
1,horse
1,pig
1,lion
1,bear
1,tiger
1,cheetah
1,antelope
1,gazelle
1,panda
1,otter
1,possum
1,koala
1,wallaby
1,kangaroo
1,dingo
1,platypus
1,sheep
1,goat
1,gerbil
1,hamster
1,guineapig
1,mouse
1,rat
1,elephant
1,rhinoceros
1,leopard
1,panther
1,walrus
1,seal
2,cat
2,dog
2,horse
2,cow
2,sheep
2,donkey
2,goat
2,pig
2,otter
2,ermine
2,weasel
2,mink
2,lynx
2,cheetah
2,lion
2,panther
2,tiger
2,leopard
2,possum
2,raccoon
2,bear
2,panda
2,koala
2,wallaby
2,dingo
2,platypus
2,kangaroo
2,gerbil
2,hamster
2,rabbit
2,mouse
2,rat
2,wolf
2,beaver
2,antelope
2,gazelle
