subj,node1,node2,irt5,irt9,irt95
S115,whale,cat,1,1,1
S115,ocelot,wolf,1,1,1
S115,mouse,rat,1,1,1
S115,fish,whale,1,1,1
S115,turtle,dog,0,0,1
S115,mongoose,bat,1,1,1
S115,scorpion,panda,0,0,1
S115,shark,cat,0,1,0
S115,turtle,scorpion,1,0,0
S115,polarbear,dog,0,1,0
S115,echidna,hedgehog,1,1,1
S115,echidna,koala,1,1,1
S115,polarbear,koala,0,0,1
S115,snake,lizard,1,1,1
S115,fox,kangaroo,1,1,1
S115,crocodile,hedgehog,1,1,0
S115,beetle,spider,0,0,1
S115,moth,bee,1,1,1
S115,kangaroo,bat,1,1,0
S115,fish,cat,0,1,0
S115,cat,raccoon,0,1,1
S115,lion,cheetah,0,1,0
S115,fox,rat,1,1,0
S115,polarbear,grizzlybear,1,1,1
S115,scorpion,polarbear,1,1,0
S115,spider,cat,1,1,0
S115,grizzlybear,crocodile,1,1,1
S115,mouse,koala,0,0,1
S115,panda,cat,0,1,0
S115,shark,spider,0,0,1
S115,polarbear,spider,1,1,0
S115,cheetah,bear,1,1,1
S115,panda,dog,1,1,1
S115,alligator,chameleon,1,1,0
S115,chameleon,crocodile,1,1,1
S115,mongoose,fox,1,1,1
S115,scorpion,cat,1,1,1
S115,shark,whale,1,1,1
S115,rabbit,hedgehog,1,1,1
S115,chameleon,hedgehog,1,1,1
S115,beetle,grizzlybear,1,1,1
S115,mouse,ferret,1,1,1
S115,snake,wolf,1,1,1
S115,panda,polarbear,0,0,1
S115,dog,raccoon,1,1,1
S115,whale,raccoon,1,0,0
S115,dog,cat,1,1,1
S115,kangaroo,echidna,1,1,0
S115,polarbear,bee,0,1,0
S115,fox,echidna,1,1,1
S115,shark,fish,1,1,1
S115,bat,bee,0,0,1
S115,panda,bear,1,1,1
S115,fox,hedgehog,1,1,0
S115,turtle,polarbear,0,1,0
S115,panda,cheetah,1,1,0
S115,rat,whale,0,1,1
S115,scorpion,spider,1,1,1
S115,kangaroo,hedgehog,1,1,0
S115,fox,bat,1,1,1
S115,cheetah,tiger,1,1,1
S115,kangaroo,rabbit,1,1,1
S115,lion,bat,1,1,1
S115,kangaroo,koala,1,1,1
S115,turtle,lizard,1,1,1
S115,polarbear,crocodile,1,1,0
S115,grizzlybear,spider,1,1,0
S115,lion,tiger,1,1,1
S115,mongoose,rat,1,1,1
S115,ferret,raccoon,1,1,1
S115,alligator,crocodile,1,1,1
S115,bee,crocodile,1,1,1
S115,panda,whale,1,1,0
S115,lizard,wolf,1,1,0
S115,alligator,bee,1,1,1
S115,mouse,raccoon,1,0,0
