0,cat
0,dog
0,rat
0,cow
0,bull
0,sheep
0,rabbit
0,ox
0,camel
0,lion
0,bear
0,tiger
0,cheetah
0,panther
0,weasel
0,wolf
0,giraffe
0,elephant
0,penguin
0,duck
0,mouse
0,whale
0,ostrich
0,parakeet
0,pigeon
0,bat
1,duck
1,goose
1,bear
1,wolf
1,lion
1,dog
1,cat
1,parakeet
1,cow
1,lamb
1,ox
1,bull
1,sheep
1,deer
1,pigeon
1,giraffe
1,camel
1,moose
1,rat
1,rabbit
1,porcupine
1,hare
1,shark
1,panda
1,koala
1,polarbear
1,ostrich
1,chicken
1,pig
2,lion
2,tiger
2,bear
2,cow
2,pig
2,goat
2,lamb
2,sheep
2,moose
2,ox
2,bull
2,camel
2,shark
2,whale
2,penguin
2,pigeon
2,parrot
2,parakeet
2,polarbear
2,weasel
2,chimpanzee
2,monkey
2,gorilla
2,snake
2,raccoon
2,rat
2,kangaroo
