0,lion
0,elephant
0,dog
0,cat
0,ostrich
0,penguin
0,polarbear
0,tiger
0,alligator
0,crocodile
0,shark
0,rhinoceros
0,panther
0,worm
0,spider
0,bee
0,wasp
0,ant
0,beetle
0,sugarglider
0,monkey
0,gopher
0,squirrel
0,chipmunk
0,pig
0,cow
0,horse
0,duck
0,chicken
1,cat
1,dog
1,horse
1,cow
1,donkey
1,gopher
1,spider
1,ant
1,elephant
1,ostrich
1,penguin
1,polarbear
1,brownbear
1,grizzlybear
1,butterfly
1,beetle
1,fly
1,moth
1,robin
1,bluebird
1,crow
1,tiger
1,lion
1,squirrel
1,pig
1,chipmunk
1,worm
1,fish
1,shark
1,dolphin
1,monkey
1,gorilla
1,turtle
2,dog
2,cat
2,horse
2,cow
2,pig
2,gopher
2,spider
2,ant
2,beetle
2,worm
2,penguin
2,elephant
2,rhinoceros
2,tiger
2,lion
2,squirrel
2,ostrich
2,robin
2,bluebird
2,crow
2,sparrow
2,dolphin
2,shark
2,turtle
2,frog
2,fly
2,cricket
2,grasshopper
